id,name
180,惊天解密
181,名侦探柯南：唐红的恋歌
182,嫌疑人X的献身
183,罗曼蒂克消亡史
184,哆啦A梦：大雄的南极冰冰凉大冒险
185,人生密密缝
186,与君相恋100次
187,奇迹，那天如此重要
188,安昙春子下落不明
189,少女
190,永远的托词
191,高台家的成员
192,错乱的一代
193,如果和母亲一起生活
194,俺物语
195,图书馆战争2：最后的任务
196,明月几时有
197,银河护卫队2
198,美女与野兽
199,附属美丽
200,大创业家
201,29+1
202,但丁密码
203,某种女人
204,王牌逗王牌
205,秘果
206,冈仁波齐
207,秘密特工
208,西游记之大圣归来
209,我们的世界
210,局内人
211,我有时候也想成为A片主人公
212,国际市场
213,出路
214,我美丽的守护天使
215,“吃吃”的爱
216,指甲刀人魔
217,无处为家
218,中邪
219,少女椿
220,拆弹专家
221,跨越栅栏
222,反情色
223,我被爸爸绑架了
224,全员单恋
225,莫西干回到故乡
226,下众之爱
227,一锤定音
228,欺诈圣手
229,毒。诫
230,摆渡人
231,28岁未成年
232,超级快递
233,你自己与你所有
234,恋爱谈
235,酒神小姐
236,被操纵的城市
237,内在美
238,非凡任务
239,健忘村
240,生吃
241,葛城事件
242,佩小姐的奇幻城堡
243,塔洛
244,迷失：消失的女人
245,布兰卡和弹吉他的人
246,与春同行
247,小黄狗的窝
248,劳拉的星星
249,亚伯拉罕先生
250,我的叔叔
251,生日卡片
252,父亲与伊藤先生
253,滚烫的爱
254,恋妻家宫本
255,濑户内海
256,奇怪的她
257,瑞普·凡·温克尔的新娘
258,樱桃小丸子：来自意大利的少年
259,为你取名的那一天
260,隐于书后
261,海洋奇缘
262,怪物之子
263,大虎
264,素媛
265,狼少年
266,圣殇
267,夺宝联盟
268,不汗党
269,间谍同盟
270,神奇动物在哪里
271,新世界
272,粉与灰
273,首尔站
274,白昼之雨
275,生化危机：终章
276,欢乐时光
277,破风
278,暗杀
279,亚瑟王：斗兽争霸
280,鸣梁海战
281,流感
282,狼
283,诡魔童
284,招魂2
285,爱国者日
286,解救吾先生
287,失常
288,天空之眼
289,铁拳
290,阿修罗
291,黑司祭们
292,绝密跟踪
293,26种死法2.5：M号档案
294,观相
295,重装上阵
296,夜色撩人
297,早安秀
298,秘密
299,昭和64年 前篇
300,代立军
301,荡寇风云
302,恶女
303,圆圈
304,特别市民
305,攻壳机动队
306,极限特工3：终极回归
307,刺客信条
308,藩篱
309,侠探杰克：永不回头
310,知无涯者
311,普通人
312,纯真时代
313,绑架
314,食梦者
315,52赫兹，我爱你
316,因为爱
317,白百合
318,如何成为拉丁情人
319,阿唐奇遇
320,铁线虫入侵
321,舞蹈皇后
322,独家新闻
323,伤物语2：热血篇
324,理查三世
325,六天
326,裸婚大喜
327,战争机器
328,生化危机：复仇
329,人类清除计划3
330,糜骨之壤
331,绝对控制
332,午睡公主
333,珈百璃的堕落
334,古都
335,新哥斯拉
336,航海王之黄金城
337,二重生活
338,昭和64年 后篇
339,夏美的萤火虫
340,植物图鉴
341,星笼之海
342,读取记忆碎片的男人
343,恋人们
344,藤田嗣治
345,难以置信
346,绝命时钟2:22
347,赶尽杀绝
348,铁甲战神
349,夜色人生
350,金融决战
351,幽冥
352,邻家大贱谍
353,贝拉的奇幻花园
354,迷失Z城
355,人类削减计划
356,深海浩劫
357,非正式特工
358,仁川登陆作战
359,第二次二十岁
360,蓝精灵：寻找神秘村
361,哆啦A梦：新·大雄的日本诞生
362,心灵想要大声呼喊
363,忠爱无言
364,超凡战队
365,一条狗的使命
366,了不起的菲丽西
367,魔发精灵
368,同级生
369,傲娇与偏见
370,神秘家族
371,绑架者
372,雪花
373,罪恶之家
374,恐怖直播
375,别敲两次门
376,捉迷藏
377,伤物语3：冷血篇
378,星河战队：火星叛国者
379,星游记之风暴法米拉
380,内裤队长
381,新娘
382,虚空异界
383,三十一
384,病毒
385,丧尸围城：终结篇
386,恐吓运动
387,夺命来电
388,杀戮都市：O
389,火星异种
390,毒虫
391,窥视之眸
392,毛骨悚然
393,伤物语1：铁血篇
394,和谐
395,蚱蜢
396,熊出没·奇幻空间
397,实习生
398,精灵旅社2
399,火影忍者剧场版：博人传
400,小黄人大眼萌
401,突然变异
402,雪国列车
403,海滩的一天
404,麻烦家族
405,伤痕累累的恶魔
406,讨厌的女人
407,伤心往事
408,六人晚餐
409,小情书
410,动物园长的夫人
411,歌声不绝
412,诡计
413,后妻业之女
414,破碎人生
415,奸臣
416,《西贡小姐》二十五周年表演
417,少女与战车 剧场版
418,蓝学校
419,最狂野的梦想：征服珠峰
420,魔都凶音
421,暗金丑岛君：完结篇
422,暗金丑岛君3
423,花芯
424,最终幻想15：王者之剑
425,人狼游戏：越狱
426,狼少女与黑王子
427,假如猫从世界上消失了
428,殿下，给点利息
429,名侦探柯南：纯黑的恶梦
430,水手服与机关枪：毕业
431,当女人沉睡时
432,头文字D新剧场版：梦现
433,剧场版MOZU
434,残秽，不可以住的房间
435,我是和尚
436,探险队的荣光
437,罪的留白
438,尸者帝国
439,敌对区域
440,决战食神
441,少年
442,一万公里的约定
443,丹麦女孩
444,无境之兽
445,绝命海拔
446,无处可逃
447,冲出康普顿
448,这时对那时错
449,地心营救
450,老手
451,假期历险记
452,斯坦福监狱实验
453,巴霍巴利王(上)：开端
454,保安官
455,竞走女王
456,密探
457,网
458,祖父
459,最坏的一天
460,犯罪女王
461,国家代表2
462,德惠翁主
463,狩猎
464,没有秘密
465,女人的战争之肮脏的交易
466,致命恋爱
467,我的新野蛮女友
468,时间脱离者
469,日历女孩
470,来看我吧
471,大演员
472,等着你
473,鬼乡
474,纯情
475,东柱
476,不要忘记我
477,朝鲜魔术师
478,喜马拉雅
479,爱丽丝：从仙境来的少年
480,追逐时间
481,戏剧性的一夜
482,空即是色
483,假装热情
484,新建文件夹2
485,诱人的飞行
486,手机
487,独家报道：良辰杀人记
488,胶片时代爱情
489,有夫之妇
490,愤怒的律师
491,4等
492,侦探：开端
493,西部战线
494,课中坏事
495,美味人妻2
496,治外法权
497,妈妈的朋友
498,侠女：剑的记忆
499,最后的慰安妇
500,客人
501,延坪海战
502,隐秘的诱惑
503,无赖汉
504,罪恶的编年史
505,恋爱的味道
506,中国城
507,危险的见面礼2
508,长寿商会
509,最后的骑士
510,二十
511,社交恐惧症
512,朝鲜名侦探：奴隶的女儿
513,如此美好
514,于宇同：无主之花
515,江南1970
516,猫的葬礼
517,许三观
518,工作女郎
519,高手们
520,尚衣院
521,把爸爸借给你
522,少年轻狂
523,我的独裁者
524,我们是兄弟
525,下水井
526,布拉芙夫人
527,慢放镜头
528,烈性摔跤
529,自由之丘
530,老千2：神之手
531,扑通扑通我的人生
532,海雾
533,海盗
534,群盗：民乱的时代
535,神之一手
536,少女怪谈
537,为了皇帝
538,哭泣的男人
539,高跟鞋
540,走到尽头
541,人间中毒
542,标靶
543,逆鳞
544,荆棘
545,女演员大作战
546,朝鲜美女三剑客
547,基因危机：天才科学家的五日
548,嫌疑人
549,偷心贼
550,朋友2
551,两个心脏
552,夜关门：欲望之花
553,同窗
554,共犯
555,韩公主
556,间谍
557,杀人漫画
558,隐秘而伟大
559,柏林
560,南营洞1985
561,我是杀人犯
562,海底大冒险
563,芭比
564,医生
565,雅典娜：无间谍局
566,后宫：帝王之妾
567,金钱之味
568,恩娇
569,火车
570,嚎叫
571,与犯罪的战争：坏家伙的全盛时代
572,我的见鬼女友
573,情侣们
574,蓝盐
575,盲证
576,最终兵器：弓
577,深海之战
578,寄生灵
579,高地战
580,丰山犬
581,朝鲜名侦探：高山乌头花的秘密
582,两个女人
583,神秘博士：最后的圣诞
584,枪声俱乐部
585,杀戮禁区
586,婚宴桌牌19号
587,亨利六世：第二部分
588,亚人2：冲突
589,演员龟冈拓次
590,柠檬水
591,吹响悠风号：欢迎来到北宇治高中吹奏乐部
592,Love Live! 剧场版
593,希德尼娅的骑士 剧场版
594,玻璃之花与坏掉的世界
595,亚人1：冲动
596,停靠
597,巴比伦之子
598,不期而遇
599,圣之青春
600,美容针
601,女教师
602,新宿天鹅2
603,团地
604,缉枪
605,免费入睡
606,布吉舞
607,光荣之子
608,上学路上
609,少爷
610,我的亲密敌人
611,云霄飞车
612,华颐：吞噬怪物的孩子
613,强哲
614,莫比乌斯
615,读心术
616,南方大作战
617,茂山日记
618,特蕾莎修女
619,熟悉的陌生人
620,姆明：漫游蓝湾
621,火车上的男人
622,旅行终点
623,鼹鼠之歌2：香港狂骚曲
624,临渊而立
625,无伴奏
626,浮生梦
627,异邦警察 电影版
628,伪婚男女
629,两个男人
630,偷狗的完美方法
631,优雅的谎言
632,建筑学概论
633,冠军
634,寻找金钟旭
635,为什么猫都叫不来
636,小花的味噌汤
637,杉原千亩
638,老师与流浪猫
639,你会在那里吗？
640,家教高级课程
641,寄宿公寓2
642,哥哥的烟火
643,山樱
644,春天花盛开
645,阿弥陀堂讯息
646,天才麻将少女 电影版
647,老人交响乐团
648,爱哭鬼皮埃罗的婚礼
649,真田十勇士 真人版
650,四月是你的谎言
651,苦中带甜的滋味
652,谁的木琴
653,森山中教习所
654,花牌情缘 下之句
655,太阳
656,花牌情缘 上之句
657,信长协奏曲 电影版
658,像“像那样的东西”那样的东西
659,红鳉鱼
660,橘色奇迹
661,图书馆战争：记忆之书
662,前辈和她
663,热血青春
664,当男人恋爱时
665,计划男
666,美娜的文具店
667,创可贴
668,R2B：回到基地
669,随风而逝
670,车警官
671,朝韩梦之队
672,登陆之日
673,事物的秘密
674,今天
675,只有你
676,纪子，去首尔吧
677,北村方向
678,世上最美的离别
679,可疑的顾客们
680,孩子们
681,棒球之爱
682,开心家族
683,教你谈恋爱
684,恋爱操作团
685,风愿
686,真情电波
687,失落的王子
688,艾弗森
689,杰克
690,终结的感觉
691,妇女参政论者
692,西班牙城堡
693,完美对垒
694,五月的四天
695,天天好天
696,赤脚梦想
697,呆瓜的崛起
698,加州公路巡警
699,别挂电话
700,青空呐喊
701,黑猫鲁道夫
702,感化院
703,另有他路
704,帷幕：波洛的最后一案
705,流浪的尤莱克
706,无人知晓的波斯猫
707,佛在耻辱中倒塌
708,圣母
709,野丫头
710,我才不会对黑崎君说的话言听计从
711,今天的恋爱
712,好朋友们
713,道熙呀
714,我的P.S.搭档
715,单身的人上天堂
716,狗十三
717,勇士之门
718,时光之尘
719,是的，我们行！
720,教宗的洗手间
721,加州梦
722,不是任何人女儿的海媛
723,少年菀得
724,玉熙的电影
725,合约男女
726,共助
727,永远活下去
728,守护者：世纪战元
729,某一天
730,蚀
731,寂静人生
732,爱情真可怕
733,月光诗篇
734,现实之舞
735,生命国界
736,那天妈妈来看我
737,雨树之国
738,去往蒙巴萨的单程票
739,死亡占卜2：恶灵始源
740,没有无辜的旁观者
741,其实在天堂
742,雪路
743,我亲爱的甜橙树
744,无法避免的战争
745,这样的爱
746,小岛
747,阿阿奇与西西帕克
748,布兰妮：郑重声明
749,秋天
750,河狸白毛历险记
751,香巴拉信使
752,一样的月光
753,英伦性丑闻
754,辛普森一家之24分钟蛋糕卖场反臭弹
755,失控的校园
756,探索频道： 非洲超级七兽
757,像土豆一样的信仰
758,蝉时雨
759,撼动生命
760,在天堂遇见的五个人
761,海洋热
762,天作之盒
763,维纳斯宾馆
764,萨拉邦德
765,昭和歌谣大全集
766,生死花园
767,小猪大行动
768,艾迪
769,春天的杜鹃
770,太阳背后
771,恶魔的孩子
772,毁灭僵尸
773,春梦
774,夜间飞行
775,恋爱的技术
776,人类灭亡报告书
777,断箭
778,红色假期黑色婚礼
779,痛症
780,猫：看见死亡的双眼
781,白色：诅咒的旋律
782,站着睡觉的树
783,关灯后
784,墙里的声音
785,摩斯探长前传 试映集
786,博学无术
787,给雅各布神父的信
788,亚当的苹果
789,在异国
790,美丽心境界
791,今夕何夕
792,秋雨
793,爱无国界
794,哈姆雷特
795,娜美篇 航海士的眼泪与牵绊
796,幸福出租车
797,布拉姆的异想世界
798,魔法少女奈叶The MOVIE 2nd A's
799,图书馆战争：革命之翼
800,和平公主减肥记
801,阿曼尼亚：欢迎来到德国
802,黑帮大佬和平梦
803,爱情小说
804,爸爸
805,永无结局的故事
806,领跑人
807,完美广播
808,特别搜查总部
809,宠物情人
810,爱情储蓄罐
811,偶像先生
812,斗魂
813,委托人
814,倒计时
815,白鲸
816,消失的头颅
817,逮捕王
818,危险的见面礼
819,一点小信仰
820,我的妹妹小桃子
821,索利诺
822,跳芭蕾舞的男孩
823,花葬
824,回阵
825,赛尔号大电影6：圣者无敌
826,蜡笔小新：梦境世界大突击
827,26年
828,再见，男孩
829,神汉流氓
830,钢铁大吴
831,回到火星
832,特朗勃
833,谜之音
834,啐啄同时
835,便当盒里的小秘密
836,讲台深处
837,沉重的决定
838,攻壳机动队SSS 3D
839,蜜之哀伤
840,银河街道
841,苍穹之法芙娜：天堂和地球
842,我将在好莱坞长眠
843,无籍者
844,被投石处死的索拉雅·M
845,在瑞士的日子
846,天线
847,巧舌如父
848,再见我的微笑
849,朝我心脏开枪
850,马屁王
851,科帕卡巴纳
852,吻
853,追火车日记
854,柏林综合症
855,守望者
856,幸存的生命（理论与实践）
857,豆满江
858,国王与王后
859,皇家俱乐部
860,少数意见
861,庆州
862,你想要的一切
863,毛嗑儿
864,11时
865,飞
866,不要摄像机
867,些许故事
868,恋爱的温度
869,贞子大战伽椰子
870,大庆典
871,不良男女
872,竞猜王
873,办公室
874,吝啬罗曼史
875,二楼的恶人
876,大酱
877,以德报怨
878,无蝉的夏天
879,爸爸是女儿
880,黑夜造访
881,时间上的家
882,重返17岁
883,明明不喜欢
884,屋顶的散步者
885,暗杀教室：毕业篇
886,再见时光
887,我是马布里
888,同囚
889,血狼犬
890,最萌身高差
891,海角有个五店市
892,清醒梦
893,告别单身
894,检察官外传
895,陷阱
896,花样厨神
897,替天行道三人行
898,来自俄亥俄的获奖者
899,晚秋
900,本能寺酒店
901,国家地理：走进迷幻剂
902,祖母
903,给斯大林的礼物
904,布加勒斯特东12点8分
905,四月某时
906,古巴万岁
907,遥远的光辉
908,桃李花歌
909,我们善熙
910,吗啡
911,无知的声音
912,布拉格狂想曲
913,滚拉拉的枪
914,纽约
915,破碎
916,60岁的情书
917,捉奸侦探
918,鲜花
919,天元突破剧场版：螺岩篇
920,天元突破剧场版：红莲篇
921,彼岸
922,解语花
923,人生的约定
924,芳心他属
925,恩赐妙手：班·卡森医师
926,与我的园丁对话
927,飞出个未来大电影4：绿色狂想
928,魂归伤膝谷
929,我们的音乐
930,李尔王
931,同名人
932,生命的重托
933,不是我，我发誓！
934,希弗和希索
935,西部牛仔太空歌舞剧
936,玩物
937,鸡妈鸭仔
938,为什么是他？
939,梅第奇家族：现代艺术缔造者
940,米开朗基罗
941,伟大的愿望
942,屏息
943,最后的木琴师
944,我是大卫
945,爱的真谛
946,记得童年那首歌
947,乡村照相馆
948,绘画抑制9
949,消失在地图上的名字
950,小小的叛国者
951,大奖赛
952,勿忘我
953,两个月亮
954,小戏骨：白蛇传
955,安徒生之童话人生
956,怨女日记
957,温暖的告别
958,樱桃呀，恋爱吧
959,高龄化家族
960,超能力者
961,愛と生命と涙の全記録「余命一ヶ月の花嫁」～乳がんと闘った24歳～最後のメッセージ
962,The Sky Remains The Same As Ever
963,蠢蛋玩世界
964,犯罪少年
965,土地与尘埃
966,二维世界
967,伯特伦旅馆之谜
968,不明影像：绝对点击禁止
969,伊斯坦布尔的幸福
970,少年导演
971,黑色的风采
972,我和托马斯
973,动物之森
974,勒克瑙之花
975,两周
976,圣·拉尔夫
977,我的帕瓦罗蒂
978,梦比优斯奥特曼和奥特兄弟
979,喀布尔快递
980,尘世之间
981,长途漫步
982,大器晚成
983,女权天使
984,乔丹传奇-二十年的统治
985,紫陀螺
986,威尔和格蕾丝 告别秀
987,彼得调频
988,盲者之国
989,小鹿斑比2
990,长矛的尖端
991,12岁的少年
992,苍穹之法芙娜：逝者的权利
993,我的家人和其他动物
994,爱是漫长旅程
995,梦魇疯人院
996,与外婆同行
997,P与JK
998,胖嘟嘟的革命
999,那家伙
1000,公司职员
1001,GO小姐
1002,伊帕内玛的少年
1003,绅士的启示联盟
1004,起爆
1005,极秘搜查
1006,胡狼来了
1007,我们
1008,小熊维尼之长鼻怪大冒险
1009,黑熊维尼
1010,落跑老爸
1011,奥斯维辛
1012,官能的法则
1013,航向热带岛屿的冰山
1014,心跳
1015,关于浪漫时代的一个漫长婚约
1016,狮路历程
1017,勇踏星途
1018,暹罗复兴
1019,庞贝古城：最后的一天
1020,灵魂纸扎店
1021,愤怒的伦理学
1022,男人使用说明书
1023,雪行者
1024,约翰福音
1025,剧场版 假面骑士555 消失的天堂
1026,末世肉体
1027,双面情人
1028,每分钟120击
1029,我的黄金时代
1030,星际5555：异星梦系统秘传
1031,寻爱之旅
1032,翼神世音 多元变奏曲
1033,法拉利传
1034,早春二月
1035,单身骑士
1036,平安夜
1037,断魂枪声
1038,妈妈别哭
1039,一无所有
1040,解冻
1041,叛狱无间
1042,杀人者
1043,机器人SORI
1044,一对一
1045,再审
1046,老幺
1047,牙齿与指甲
1048,一条龙
1049,育婴室
1050,啦啦队之舞：女高中生用啦啦队舞蹈征服全美的真实故事
1051,破门：两个疫病神
1052,成年人的爱情故事
1053,布希维克
1054,22年后的自白：我是杀人犯
1055,咖啡
1056,提线木偶
1057,布莱尔女巫
1058,当树枝折断时
1059,暗黑女子
1060,日本最坏的家伙们
1061,英雄迷的生活
1062,性爱娃娃
1063,名侦探洪吉童：消失的村庄
1064,危险的传言
1065,梅格雷的十字路口之夜
1066,王牌保安
1067,波鲁鲁冰雪大冒险
1068,热血街区电影版
1069,变身小姐
1070,传说的拳头
1071,笔仙大战贞子
1072,反恐特警组：潜龙突围
1073,首杀
1074,疗养怨
1075,刑柱之地2
1076,音痴诊所
1077,银实
1078,深海逃生
1079,一周的朋友
1080,杀人依赖
1081,妈妈
1082,天呐我的丧尸！
1083,两个婚礼一个葬礼
1084,怪物
1085,光辉岁月
1086,荔枝光俱乐部
1087,猪猡之王
1088,时尚王
1089,红地毯
1090,举报者
1091,地狱奶奶
1092,无限商社2016：危机的公司职员
1093,如果我告白的话
1094,游戏王：次元的黑暗面
1095,疾风回旋曲
1096,只有我不在的街道
1097,打拳架
1098,惩戒者
1099,青葱岁月
1100,请点赞
1101,10分钟
1102,鬼话怪谈·祥云寺
1103,那天的氛围
1104,空白的13年
1105,梅格雷的亡者
1106,一吻定情电影版2：大学篇
1107,明天也有好吃的饭
1108,恐怖故事2
1109,家族荣誉4：家门的受难
1110,馨荣堂日记
1111,钢琴师
1112,数码宝贝大冒险tri. 第3章：告白
1113,数码宝贝大冒险tri. 第2章：决意
1114,我不是连环杀手
1115,奶奶一年级
1116,结婚前夜
1117,公正社会
1118,我的爱我的新娘
1119,告白实行委员会：从很久以前就喜欢你了
1120,演员就是演员
1121,剧场灵
1122,华丽的外出
1123,鼓舞激情
1124,家族荣誉5： 家门的归还
1125,彷徨之刃
1126,母女大战
1127,牡丹花下
1128,星丘车站失物招领
1129,不当交易
1130,凤伊金先达
1131,占卜师们
1132,京城学校：消失的少女们
1133,女妖
1134,美景之屋
1135,亨利之书
1136,爱实录
1137,青春学堂
1138,深夜调频
1139,90分钟
1140,索命APP
1141,恐怖故事3：火星来的少女
1142,相棒剧场版4
1143,送葬人
1144,山中的汤姆先生
1145,不眠之夜
1146,我是公务员
1147,纯乐
1148,命运晚餐
1149,坏血
1150,我是爸爸
1151,外出
1152,桃树
1153,借尸还魂
1154,十八，十九
1155,快递惊魂
1156,黑子的篮球：最后的游戏
1157,春&夏事件簿
1158,今天的吉良同学
1159,一吻定情电影版1：高中篇
1160,玫瑰汽车旅馆
1161,姐姐
1162,加速世界：无限超频
1163,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜
1164,我是王
1165,年轻母亲4
1166,年轻母亲：我年纪如何
1167,五百万美元的大丈夫
1168,夜之女王
1169,珠峰：神之山岭
1170,High☆Speed! -Free! Starting Days-
1171,特别搜查：死囚来信
1172,德水里五兄弟
1173,猪一样的女子
1174,对不起，谢谢你
1175,禽兽
1176,顶级较量
1177,无情的城市
1178,IRIS电影版
1179,考拉大冒险
1180,577计划
1181,我的小小英雄
1182,遭难者们
1183,难兄难弟
1184,我们见过吗
1185,对不起，我爱你，谢谢你
1186,亲切的家政妇
1187,情事
1188,素描少女
1189,冥王星
1190,阿门
1191,天国的孩子们
